name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
ho chi minh,2020-04-21,36.4,27,30.8,41.3,30.6,35.7,23.9,68.7,0,0,0,,,,,21.6,135.2,1009.8,37.7,10.3,208,18,7,,2020-04-21T05:39:11,2020-04-21T18:04:42,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2020-04-22,34.9,27,30.9,39.8,30.8,36.8,24.7,71.5,0,0,0,,,,,17.7,142.7,1009.7,52.4,10.3,183.5,15.7,6,,2020-04-22T05:38:43,2020-04-22T18:04:47,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2020-04-23,37,28.9,31.9,42,34.5,37.2,23.8,64.4,0,0,0,,,,33.5,22.3,137.3,1009.7,51,10.3,162.3,14,5,,2020-04-23T05:38:16,2020-04-23T18:04:52,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2020-04-24,36.7,28,30.5,40.6,31.9,35.2,23.6,67.8,17,100,4.17,rain,,,,17.8,141.4,1009.8,44.9,10,117.1,10.3,4,,2020-04-24T05:37:49,2020-04-24T18:04:57,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-04-25,36.6,26,29.1,39.1,26,31.2,23.2,73.4,0.1,100,4.17,rain,,,46.4,26.4,150.9,1010,45.7,9.8,213.9,18.5,7,,2020-04-25T05:37:22,2020-04-25T18:05:03,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-04-26,35,25,28.5,40.1,25,30.2,23.6,77.6,9.2,100,4.17,rain,,,,20.8,166,1010.6,50.6,9.8,190.8,16.5,7,,2020-04-26T05:36:57,2020-04-26T18:05:09,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-04-27,35,25,28.8,38.3,25,31.3,23.4,75.4,0.1,100,4.17,rain,,,,25.5,179.1,1011,48.4,8.4,247.6,21.2,8,,2020-04-27T05:36:32,2020-04-27T18:05:15,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-04-28,36,25.6,29.6,39.5,25.6,32.5,23.1,70.7,0.4,100,16.67,rain,,,,14.1,159.8,1010.7,51.8,9.6,205,17.6,6,,2020-04-28T05:36:07,2020-04-28T18:05:22,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-04-29,36.4,26,30.9,37.9,26,33.3,21.1,58.5,0,0,0,,,,,20.5,113.8,1009.9,47.4,10.3,307.5,26.5,10,,2020-04-29T05:35:43,2020-04-29T18:05:29,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2020-04-30,36.3,26.6,31.1,39.4,26.6,34,21.7,59.2,0.4,100,16.67,rain,,,,22.7,130.1,1010.3,40,10.3,288.5,24.9,10,,2020-04-30T05:35:20,2020-04-30T18:05:37,0.23,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-01,36.2,27,30.8,38.5,29.8,34.1,21.9,61.4,0,0,0,,,,,22.3,131.1,1009.2,34.5,10.3,316.5,27.3,10,,2020-05-01T05:34:58,2020-05-01T18:05:44,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-02,34.4,28,30.5,38.3,31.6,34.6,22.9,65.4,0,0,0,,,,,18.4,144.5,1008.7,46.7,10,288.7,24.9,10,,2020-05-02T05:34:36,2020-05-02T18:05:53,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-03,35.2,27.6,30.9,41.6,32.2,36.5,24.4,69.7,0,0,0,,,,,19.3,142.4,1008.9,50.2,10.1,213.1,18.4,8,,2020-05-03T05:34:15,2020-05-03T18:06:01,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-04,34.9,28.4,30.9,40.7,34.3,37.1,24.8,71.3,1.6,100,45.83,rain,,,,15.8,147.4,1009.4,47.5,10.2,262.9,22.7,9,,2020-05-04T05:33:55,2020-05-04T18:06:10,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-05,36.4,29,31.3,42.2,35.3,37.5,24.7,69.6,0.1,100,4.17,rain,,,,17.3,183.5,1008.6,58.7,10.1,261.1,22.5,9,,2020-05-05T05:33:35,2020-05-05T18:06:20,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-06,36,29,31.6,39.9,34.9,37.4,24.2,67.2,0,0,0,,,,,15.5,162.5,1008.4,56.2,10.3,201.3,17.4,6,,2020-05-06T05:33:16,2020-05-06T18:06:30,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-07,35.4,28.8,31.5,41.3,34,38,24.8,69,0,0,0,,,,,18.9,147.8,1007.9,49.6,10.3,268.9,23.4,9,,2020-05-07T05:32:58,2020-05-07T18:06:40,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-08,36,29,31.5,41.4,35.5,38.1,25,70.1,1.3,100,41.67,rain,,,,17.7,169.6,1008.1,55.7,9.7,256.9,22,8,,2020-05-08T05:32:41,2020-05-08T18:06:50,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-09,36.6,28.9,31.9,42.4,35.5,38.4,24.7,67.8,0,0,0,,,,,18.4,161.4,1008.7,56.7,10.3,277.7,24,9,,2020-05-09T05:32:24,2020-05-09T18:07:01,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-10,36.3,29,31.8,41.2,35.6,37.9,24.4,67,0,0,0,,,,,19.6,157.8,1008.8,53.5,10.3,237.4,20.5,8,,2020-05-10T05:32:08,2020-05-10T18:07:12,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-11,35.6,29.9,31.9,40.3,35.8,37.6,23.9,64.2,0,0,0,,,,,14.8,156.1,1009.4,61.7,10.3,279.2,24.2,9,,2020-05-11T05:31:53,2020-05-11T18:07:24,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-12,36.6,28.9,31.9,40.7,34.5,37.3,23.7,64.3,0,0,0,,,,,17.6,140.1,1008.9,53.1,10.3,256.7,22,9,,2020-05-12T05:31:39,2020-05-12T18:07:36,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-13,36.6,28.9,31.8,43.2,34.4,38,24.5,67,0,0,0,,,,,20.3,140.9,1008.9,44.4,10.3,257.2,22.2,9,,2020-05-13T05:31:26,2020-05-13T18:07:48,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-14,37,29,31.9,40.8,35.6,37.9,24.2,65.6,0,0,0,,,,,21.3,123.2,1008.5,51.8,10.3,226.4,19.4,8,,2020-05-14T05:31:13,2020-05-14T18:08:01,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-15,36,29,31.5,41.2,35.5,38,24.8,69.2,0.1,100,4.17,rain,,,,16.6,143.2,1006.6,49.6,10.3,198.5,16.9,7,,2020-05-15T05:31:01,2020-05-15T18:08:14,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-16,35.6,25.4,30.6,41.9,25.4,37.1,25.5,75.9,1.2,100,8.33,rain,,,,14,168.6,1006.1,57.2,9.4,198,17.1,6,,2020-05-16T05:30:50,2020-05-16T18:08:27,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-17,35.6,29,31.2,40.6,34.5,37,24.4,68.7,6.8,100,54.17,rain,,,,18.9,189.3,1006.2,47.5,10.3,147.1,12.8,5,,2020-05-17T05:30:40,2020-05-17T18:08:41,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-18,36.6,28.4,31.8,40.8,34.4,38.2,24.7,68,0,0,0,,,,,22,213,1006.2,49.8,10.3,173.5,14.8,6,,2020-05-18T05:30:30,2020-05-18T18:08:54,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-19,37.2,26.4,30.5,41.8,26.4,35.8,24.5,73.1,0.9,100,4.17,rain,,,72.4,26.6,217.6,1006.6,55.7,9.8,157.1,13.7,5,,2020-05-19T05:30:22,2020-05-19T18:09:09,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-20,33,27,28.9,43.1,30.9,35.4,26.1,85,1.6,100,8.33,rain,,,,16.2,200.9,1007.6,55.3,9.7,177,15.4,6,,2020-05-20T05:30:14,2020-05-20T18:09:23,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-21,36,26.4,31,42.4,26.4,37.3,25.2,73.2,0,0,0,,,,,17.6,215,1007.7,51.9,10.1,165.6,14.2,5,,2020-05-21T05:30:07,2020-05-21T18:09:38,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-22,35.6,28.4,30.7,43.3,34.2,38.4,26,76.9,7,100,4.17,rain,,,,14,200.4,1007.3,53.8,9.8,113.5,10,4,,2020-05-22T05:30:01,2020-05-22T18:09:53,1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-23,33,27.1,29.7,41.2,30.8,36.8,26,81.4,0.1,100,4.17,rain,,,,16.9,222.1,1008.5,54.3,9.4,140.3,12.1,5,,2020-05-23T05:29:55,2020-05-23T18:10:08,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-24,34.9,26.6,30,41.1,26.6,35.1,24.8,75.7,33.3,100,66.67,rain,,,,22.3,247.5,1009.9,54.6,9.7,135.5,11.7,5,,2020-05-24T05:29:51,2020-05-24T18:10:23,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-25,35,26,28.5,40.6,26,32.8,25.5,85.8,21,100,8.33,rain,,,,22.3,174.8,1011.1,52.7,8.7,194.9,17,7,,2020-05-25T05:29:47,2020-05-25T18:10:39,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-26,36,26,31.1,44,26,36.9,25,72.7,0.1,100,4.17,rain,,,,17.1,209.8,1010.6,44.8,9.2,195.1,16.9,7,,2020-05-26T05:29:44,2020-05-26T18:10:55,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-27,35.4,24.4,30,41.8,24.4,35.3,24.9,76.6,1.1,100,41.67,rain,,,,22.8,238.4,1010.2,52.4,9.3,150.4,12.9,5,,2020-05-27T05:29:42,2020-05-27T18:11:11,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-28,34,27,29,43.2,31.2,35.2,26,84.5,2,100,4.17,rain,,,,16.2,196.1,1009.9,63.5,8.7,141.1,12.2,4,,2020-05-28T05:29:40,2020-05-28T18:11:27,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-29,34.4,26.3,29.3,41.3,26.3,34.8,25.6,82.4,2.7,100,41.67,rain,,,,18.1,172.8,1010.5,56.7,9.7,205.9,17.8,7,,2020-05-29T05:29:40,2020-05-29T18:11:43,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-30,34,25.2,28,40.6,25.2,30.8,25.5,88.4,11,100,12.5,rain,,,33.5,9.7,178.1,1011.5,52.7,8.9,152.6,13.2,5,,2020-05-30T05:29:40,2020-05-30T18:11:59,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-05-31,33.4,26,29.5,41.7,26,34.5,25.5,80.4,0.1,100,4.17,rain,,,,13.4,134.8,1011.4,43.7,9.3,231.8,20,7,,2020-05-31T05:29:41,2020-05-31T18:12:16,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-06-01,35,24.4,29.6,43.3,24.4,34.7,24.8,77,14.7,100,66.67,rain,,,37.1,19.2,192.8,1010.7,60.1,9.4,159.6,13.9,6,,2020-06-01T05:29:42,2020-06-01T18:12:32,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-06-02,33,24,27.5,40,24,30.2,24.4,84.3,0.3,100,8.33,rain,,,,23.7,187,1010.5,55.8,9.2,137,11.9,5,,2020-06-02T05:29:44,2020-06-02T18:12:49,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-06-03,34.6,25.9,28.4,39.4,25.9,31.1,24.7,82.8,8,100,66.67,rain,,,,20.5,197.3,1009.1,50.9,9.2,207.3,17.8,7,,2020-06-03T05:29:47,2020-06-03T18:13:05,0.46,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-06-04,33,25,27.7,39.2,25,30.5,25.3,87.8,4,100,4.17,rain,,,,16.1,236.3,1009.1,54,9.1,159.7,13.7,5,,2020-06-04T05:29:51,2020-06-04T18:13:22,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-06-05,33.5,25,28.4,39.4,25,32.1,24.9,82.6,5.9,100,66.67,rain,,,,13.6,212.7,1009.4,51.7,8.5,155.5,13.4,5,,2020-06-05T05:29:55,2020-06-05T18:13:38,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-06-06,32,26,28.6,39.7,26,33.8,25.4,83.6,1,100,4.17,rain,,,,14.4,246.3,1009.3,50.9,10,149.5,13,5,,2020-06-06T05:30:00,2020-06-06T18:13:55,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-06-07,35.4,26.6,30.1,40.2,26.6,34.9,24.5,74.4,15,100,4.17,rain,,,,17.8,213.4,1008.5,47.3,9.5,181,15.7,6,,2020-06-07T05:30:06,2020-06-07T18:14:11,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-06-08,35,26,30.7,41.3,26,36.4,24.9,73.3,12.1,100,54.17,rain,,,,17.6,255.7,1007.6,46.6,10.2,220.6,19,7,,2020-06-08T05:30:12,2020-06-08T18:14:28,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-06-09,34,24.8,29.7,40.1,24.8,35.2,25,77.3,3.1,100,54.17,rain,,,,17.1,223.7,1008.1,52.7,9.9,200.1,17.4,7,,2020-06-09T05:30:19,2020-06-09T18:14:44,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-06-10,32,25,27.4,39.5,25,30.4,25.3,88.9,7.3,100,4.17,rain,,,,23.4,210.5,1008.8,63.7,8.2,107.7,9.3,4,,2020-06-10T05:30:27,2020-06-10T18:15:00,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-06-11,32.3,25,28.8,40.1,25,33,25,81.4,0.1,100,4.17,rain,,,,13.7,226.5,1007.7,60.3,8.6,136.8,11.7,5,,2020-06-11T05:30:35,2020-06-11T18:15:16,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-06-12,33.6,25,29.7,39.5,25,34.4,24.8,76.6,6.8,100,58.33,rain,,,,20,261.6,1005.7,49.8,9.9,132.9,11.4,5,,2020-06-12T05:30:44,2020-06-12T18:15:32,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-06-13,35,25,28.4,42.3,25,32,25,83.7,10.3,100,4.17,rain,,,53.6,24.2,243.5,1005.7,59.9,9.2,168.4,14.6,6,,2020-06-13T05:30:53,2020-06-13T18:15:48,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-06-14,31.4,25.4,26.9,39.7,25.4,28.5,25.4,91.8,78.7,100,12.5,rain,,,,15.8,206.2,1008.1,60.3,8.6,97.7,8.3,4,,2020-06-14T05:31:03,2020-06-14T18:16:03,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-06-15,32.6,25,27.5,39.2,25,30.7,25.4,89.2,6,100,8.33,rain,,,,15.9,193.8,1009.8,59,8.4,102.6,8.9,4,,2020-06-15T05:31:13,2020-06-15T18:16:18,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
ho chi minh,2020-06-16,33.4,24,28.1,40.6,24,31.2,25.4,86.7,1.3,100,8.33,rain,,,68.4,24.2,194.7,1009.8,61,8.5,176.9,15.3,6,,2020-06-16T05:31:24,2020-06-16T18:16:33,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
